Paragraph_ID,Doc_ID,Country,Year,Document_Name,text
152,2,GER,2023,Quantum Technologies Conceptual Framework Programme,∙ Development of easy-to-handle electrically operated on-chip single photon emitters that operate atroom temperature and in the telecommunicationsgroup.
153,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"∙ Robust and miniaturised optical quantum systems(lab-on-chip technologies) for high-precision space,time and acceleration measurements under harshspace conditions.80"
154,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"∙ Exploring novel materials as a source for newmetrological standards and innovative qubitconcepts that go beyond current solid-state qubitsystems. Creation of systematic multi-dimensionalphase diagrams for material candidates in terms ofelectronic and magnetic properties, topology andpotential functionality."
155,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"∙ Development of algorithms, methods and tools fordisruptive computing devices intended to solvevery difficult and previously unsolvable computingproblems in science and industry."
156,2,GER,2023,Quantum Technologies Conceptual Framework Programme,∙ Research into the technological basis for a tap-proofquantum communication network in Germany andEurope.81
157,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"An additional contribution by DLR outside the programme-oriented research funding of the HGF is the DLR Quantum Computing Initiative, which has been funded with around EUR 740 million from the fiscal stimulus package for the construction of quantum computer systems, the development of software and initial applications. The initiative’s approach is to implement the systems by commissioning companies, especially start-ups. For this purpose, 80% of the funds flow into those companies that cover their full costs and can even achieve a profit margin. This is particularly important for small and medium-sized enterprises or start-ups who have less financial power. The development of quantum computers for DLR’s research fields is therefore building up a parallel industrial ecosystem. At the same time the results (intellectual property) and co-determination rights in this potentially sensitive area of technology are to be secured for DLR, although the companies executing the work are to be given the freedom to act through a grant-back. In addition, co-location at the DLR institutes in Hamburg and Ulm, among others, provides incentives for relevant, innovative companies from the European economic area to settle in Germany. A measuring device in a laboratory environment. Max-Planck-Gesellschaft zur Förderung der Wissenschaften e. V. [Max Planck Society for the Advancement of Science] (MPG) The Max Planck Society (MPG) began funding basic research on quantum science and technology (QST) at an early stage in the spirit of the second quantum revolution. In 1981, the Max Planck Institute (MPI) for Quantum Optics was founded in Garching, in 1993 the experimental branch of the MPI for Gravitational Physics was set up in Hanover, in 1994 it was the turn of the MPI for the Physics of Complex Systems in Dresden, and in 2009 the MPI for the Physics of Light in Erlangen. In addition, the Max Planck Institutes for Solid State Research in Stuttgart, for Computer Science in Saarbrücken, for Nuclear Physics in Heidelberg, for Multidisciplinary Natural Sciences in Göttingen, for Chemical Solid-state Physics in Dresden, for the Structure and Dynamics of Matter in Hamburg, for Microstructure Physics in Halle, for Mathematics in Science in Leipzig, for Intelligent Systems in Tübingen, for Security and Privacy in Bochum as well as the Fritz Haber Institute in Berlin also work in part on aspects of this topic. With the fundamental research carried out on QST at all these institutes, the MPG sees itself as a pioneer and supporter of the current specialist programmes for quantum technologies.  The MPG regards QST as a strategically important topic, not only in terms of fundamental research, but also in terms of the potential economic benefits. Germany is excellently positioned when it comes to fundamentals and it can take up a leading role in the global competition for QST.  The MPG contributes central expertise in the area of QST, including in the following fields:  ∙ Quantum computing (Garching, Erlangen, Bochum,Tübingen)"
158,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"∙ Quantum simulation (Garching, Erlangen, Dresden,Hamburg)"
159,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"∙ Quantum cryptography, quantum communication,quantum internet (Garching, Erlangen, Bochum)"
160,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"∙ Quantum information theory (Garching, Leipzig,Saarbrücken)"
161,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"∙ Quantum sensor technology, quantum metrology,quantum imaging (Stuttgart, Hanover, Heidelberg,Garching, Göttingen)"
162,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"∙ Quantum devices (Halle, Stuttgart, Dresden, Garching, Erlangen)"
163,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"∙ Quantum materials (Stuttgart, Hamburg, Halle,Dresden)"
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"The MPG sees its contribution to the national strategy primarily within the context of the continuation and expansion of excellent fundamental research. This also includes opening up new subject areas, paying attention to the patenting of new ideas, promoting spin-off companies and start-ups, and participating in national and international research networks. The MPG makes essential contributions to the transfer of fundamental phenomena of the second quantum revolution into application-relevant technologies.  For example, the MPG played a key role in the expert council that identified the central challenges in the field of quantum computing and issued recommendations for future action in the form of a national roadmap at the beginning of 2021.  The MPG has tightened up its strategy with regard to QST; extensive activities have been launched, both internally and externally, two of which are briefly explained below:  Max Planck Quantum Alliance (MPQA)  An important component of a sustainable long-term strategy for the MPG in the area of QST is the establishment of an internationally visible umbrella organisation that unites the various activities (new and existing) within the MPG and provides a platform for the implementation of further measures. This MPQA initiative aims to increase the global visibility of the MPG in QST, to strengthen the collaboration within the MPG between the participating departments in the field of QST, and to increase competitiveness in attracting top talent who are very much in demand internationally. As some of the QST research topics are located between the core areas of different institutes (especially with regard to scientific concepts and/or the required technological infrastructures), the interdisciplinarity of QST remains an ongoing challenge.  Munich Quantum Valley (MQV)  The MPG is a driving force behind the Munich Quantum Valley initiative, which aims to establish   quantum computing and quantum technologies in Bavaria as a unique network of its kind in Europe. The members of the initiative (the Bavarian Academy of Sciences and Humanities (BAdW), the Ludwig- Maximilians-Universität München (LMU), the Tech-nische Universität München (TUM), the Friedrich- Alexander-Universität Erlangen-Nürnberg (FAU), the Fraunhofer Gesellschaft (FhG), the German Aerospace Center (DLR) and the MPG) signed the founding char-ter of the MQV Association on 27 January 2022. The Free State of Bavaria is supporting the initiative with EUR 300 million in funding from the High-Tech Agen-da Bavaria until 2025. In addition, there is more than EUR 80 million from funding programmes run by the Federal Ministry of Education and Research (from the Quantum Technologies Stimulus Package) and the Federal Ministry for Economic Affairs and Climate Action, which was obtained through the submission of joint applications from members of the initiative. More than 40 scientific institutions, research insti-tutes and companies have thus far joined forces under the umbrella of the MQV. The main goal of the initiative is to establish a Centre for Quantum Computing and Quantum Technol-ogies (ZQQ) over the next five years. This centre will provide access to computers based on the three technologies in quantum computing that seem to be most promising at the moment: superconducting, ionic and atomic qubits. Research and industry are thereby closely interlinked to ensure efficient tech-nology transfer and to promote the establishment of start-up companies. The initiative also envisages the establishment of a quantum technology park that can be used by the research institutions together with the more than 20 German and European high-tech com-panies in the Greater Munich area that have shown a great interest, or are already active, in the field of QST. Among them are companies such as Airbus, attocube, BMW, Fujitsu, Google, Huawei, Infineon, Menlo Systems, Microsoft, OHB, Rohde&Schwarz, Siemens, Toptica Photonics and Volkswagen. Research capacities are thereby bundled together and scientific findings are translated into marketable products at an accelerated pace. In addition, these activities are supported through qualification and training offers as well as funding programmes for quantum technology start-ups.  Inner workings of the apparatus in which ions are trapped. Physikalisch-Technische Bundesanstalt  [National Metrology Institute of Germany] (PTB) Within the scope of its statutory mandate, the Federal Institute of Metrology (PTB) is responsible for traceability in the field of metrology and the provision of services, as well as in the field of quantum technologies. Examples of PTB-relevant quantum technologies are high-precision quantum standards for electrical quantities (resistance, voltage), high-precision sensors for magnetic fields, for pressure or for temperature, single-electron pumps with high-grade non-traditional properties as well as single-photon sources and detectors for quantum radiometry and quantum cryptography. Furthermore, ultra-stable and accurate optical clocks with far-reaching fields of application in communication, navigation and geodesy all feature among PTB’s significant research results. In the past PTB has consistently expanded the further development of quantum metrology and quantum sensor technology as part of its regular strategic planning as a result of the enormous economic potential and expected demand from research and industry. Within the framework of the representation of SI units, which have been significantly based on quantum physics since 2019, PTB combines the most important fields of quantum technology (QT) in a technologically leading position under one roof and is characterised by a long-standing, close cooperation with industry. This puts PTB in a position to support the German economy in a unique way. New economic fields unique in the world can be opened up in Germany in this way and a clear locational advantage can therefore be developed in Germany.  To this end the Quantum Technology Competence Centre (QTZ), named in the Quantentechnologien –  von den Grundlagen zum Markt [Quantum Technologies – from Fundamentals to Market] framework programme, has been established since 2019 as PTB’s reference point for access to QT expertise and infrastructure for partners from industry and science. The central goal is to support the development of QT with economic potential. This enables PTB’s expert knowledge and its role as a national metrology institute to be effectively used to exploit the potential of quantum technologies so that optimum added value for society and the economy can be generated.  The QTZ focuses on the fields of action that are briefly set out below. 1.	 Robust components and technologies. The application of QT in the market requires robust anduser-friendly QT components and devices that canalso be used by non-experts in the tough environment of industrial operations. PTB enables QTcomponents already established at PTB (and otherresearch institutions) to be developed further tomeet the requirements of this practical application."
165,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"2.	 Calibrations and services. An important prerequisitefor commercial use is reliable and comparable QTcomponents and the assurance and certification ofspecifications for quality assurance through calibration and characterisation. With these originalservices provided by PTB in its role as an independent, national metrology institute, PTB creates animportant, resilient basis for QT to enter the market."
166,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"3.	 User platforms in the QTZ. The user platforms provide robust and user-friendly measuring stationsin key areas of QT and are to be used by externalpartners, supported by the staff and infrastructureat PTB. The aim here is to enable partners to gaintheir own experience in QT without having to buildthe infrastructure themselves, something that typically requires very high levels of investment andlead times, especially in QT. A lack of contact andexperience in relation to the techniques used andtheir time-consuming set-up represent a furtherchallenge, especially for small and medium-sizedenterprises (SMEs). Particularly in a potentially verydynamic and disruptive field such as QT, this can bea major disadvantage that is difficult to remedy interms of competitiveness, and is therefore an issuethat QTZ is intended to help resolve."
167,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"4.	 Hands-on training, quantum education and support for start-ups. The implementation of QT in themarket requires well-trained staff, for which thereare currently not enough training opportunities.Already existing connections at PTB with importantplayers from industry provide an excellent startingpoint for training a ‘quantum work force’ of thiskind promptly and as required, making use of userplatforms that are particularly suited to this purpose. Another option for knowledge transfer is theencouragement and promotion of business start-ups."
168,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"In the recent past PTB has become increasingly involved in various QT activities to implement the aspects above: PTB is a founding member of . Recent initiatives to strengthen the industry have emerged from this evolving QT ecosystem: ∙ Together with QVLS partners, PTB operates a . Through funding from thestate of Lower Saxony, 14 teams (start-ups andyoung companies) are currently being grantedincentive funding, including the use of technicalinfrastructure and further support."
169,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"∙ The recently selected future cluster (, expected to start in March 2023)complements the high-tech incubator throughcooperation with established industry figures. PTBcoordinates the BMBF-funded Quantum Communication Germany umbrella project in close cooperation with the BSI. The central goal of this projectis to fuel the coherent development of quantumcommunication, to act as a platform for all relevantpartners from Germany and thereby to ensure astrong role for Germany and Europe in terms ofcommercialisation. This allows synergies to beleveraged, duplications to be avoided and thereforeensures the optimal use of resources from researchand industry, significantly strengthening competitive positioning in the international environmentand securing technological sovereignty in thelong term. DIN is directly involved in the projectthrough a subcontract. In addition to the umbrella project, the metrology required for industrialimplementation is also being developed from theoutset in various current research programmes, forexample, on quantum computer demonstrators.These activities are open to technology and spandiverse architectures."
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"An open vacuum chamber. For the industrial development of QT participation in standardisation is an important factor – standards that have been set outside Europe must not limit the compatibility of QT components developed in Europe. It is in the interest of Germany holding a strong position that they collaborate in standardisation. PTB is involved in various standardisation activities, for example, PTB has co-chaired the of CEN-CENELEC  since 2019, while DIN provides the secretariat. Based on this preliminary work, a Joint Technical Committee JTC 22 requested by DIN was recently approved by CEN-CENELEC, the innaugural meeting of which was held in Berlin in March 2023. PTB is also working with various partners to develop further . The goal here is to support the coherent and well-coordinated development of offers in Germany, with the intention of avoiding duplication and providing effective and easy access for interested parties from industry, moving beyond thematic or regional interests. Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz e. V. [Leibniz Association] In the value chain, Leibniz Association institutions cover the gamut from fundamental research on quantum phenomena and materials to material and device development, as well as systemic heterointegration and prototype solutions. They research a wide variety of material systems and technology approaches to develop innovative solutions. Completely new possibilities can arise, for example, from the lived merging of research in microelectronics and materials sciences. With this, research into new oxide, metallic, organic and hybrid functional and nanomaterials and structures is undertaken, which could have great potential for future micro- and nanotechnologies, thereby addressing aspects of integrated smart systems, nanoelectronics and quantum computing.  Within the Leibniz Association the following institutes conduct research in the field of quantum technologies: the Ferdinand Braun Institute – the Leibniz Institute for Highest Frequency Technology (FBH), the Leibniz Institute for Solid State and Materials Research (IFW), the Leibniz Institute for Innovative Microelectronics (IHP), the Leibniz Institute for Crystal Growth (IKZ), the Leibniz Institute for Surface Modification (IOM), the Leibniz Institute for Photonic Technologies (IPHT), the Paul Drude Institute for Solid State Electronics (PDI) and the Weierstrass Institute for Applied Analysis and Stochastics (WIAS). In addition, the disciplinary breadth of the Leibniz Association also covers economic and social science aspects of the new technologies and opens up new areas of application in the natural, environmental and life sciences. The interdisciplinary Leibniz Institutes conduct research in the three main areas of quantum communication, quantum metrology and sensor technology, and quantum computing, as well as on ‘enabling’ technologies, in particular photonics, laser, microwave, signal and cryogenics, control electronics, integrated systems and new software algorithms. They develop materials for quantum technologies and characterise the corresponding optical, electrical and structural properties, conduct research on the effects of light-matter interaction and the phenomena of quantum and nanophotonics, and therefore make a fundamental contribution to knowledge-oriented research questions in quantum physics. The Leibniz Institutes also supply European research institutes with critical material systems such as isotopically pure semiconductors, therefore making an important contribution to increasing the resilience of the European Research Area. With the help of innovative processes and process technologies, as well as through modelling and simulation, it is possible to design and develop new components: electronic or opto-electronic semiconductor components, multi-qubit circuits, quantum sensors and detectors, qubit control, drive and readout circuits. Individual Leibniz institutes master the systemic and hybrid integration of these components and enable proof-of-concept demonstrators, complex systems and industrial-grade prototypes up to small-scale production. With regard to the tap-proof transmission of encrypted information, the institutes are researching photonic modules and their microintegration in the field of quantum communication. In respect of quantum metrology and sensor technology for navigation, the synchronisation of networks, medical diagnostics and highly sensitive imaging techniques, research is undertaken to develop atomic quantum sensors, quantum sensors based on optically pumped magnetometers and defect centres, as well as sensory surfaces."
171,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"In the field of quantum computing, which is impor-tant for potential tasks in critical application fields such as chemistry, meteorology, finance and for mate-rial or drug development, the institutes are research-ing both superconducting and spin-based quantum bit systems as well as components and modules for optical photonic quantum computing and for quan-tum computing based on isotopically pure semicon-ductor systems and ions.The Leibniz Institutes are involved on a national level in relevant projects, such as the Excellence Hub ct.qmat – Complexity and Topology in Quantum Matter, the Research Factory Microelectronics Germany, QSolid – Quantum Computers in the Solid State, MU-NIQC-SC – Munich Quantum Valley Quantum Comput-er Demonstrators – Superconducting Qubits, or QYRO –  Nuclear Spin-based quantum gyroscopes for new space applications, as well as an international level, for example, at BECCAL – Bose-Einstein Condensate and Cold Atom Lab on the International Space Station. Under the umbrella of the Leibniz Strategic Forum Technological Sovereignty, the Leibniz institutes have begun to pool their expertise on ‘quantum technolo-gies’, among other things, by coming together in a hub since 2021, thereby deepening cooperation. Zentrum für Digitalisierungs- und Technologieforschung der Bundeswehr [Centre for  Digitisation and Technology Research of the  Bundeswehr] () The  is a scientific centre supported by both universities of the German Armed Forces and, as a measure, is part of the Federal Government’s 2020 Corona-Folgen bekämpfen, Wohlstand sichern, Zukunftsfähigkeit stärken [Fighting the Consequences of Covid, Securing Prosperity, Strengthening Future Capability] fiscal stimulus package. It is subject to academic self-administration. The funds provided to  by the BMVg division will be used at both Bundeswehr universities to finance research projects and projects for knowledge and technology transfer. One of the ongoing projects is MuQuaNet: quantum internet in the greater Munich area. The aim of the project is to develop, build and operate a quantum-safe communication network for research and evaluation with the University of the Bundeswehr Munich at the heart of it, making it available to other research institutions, authorities and services of the Bundeswehr. Constructed from different components, it was designed to prepare for the seamless integration into today’s network communications, demonstrate the wide range of applications and serve as a blueprint for building custom, highly secure communications networks."
172,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"7.Glossary Defects in diamond or NV centres Impurities of a diamond lattice due to individual foreign atoms, such as nitrogen (‘nitrogen vacancy’). This forms an excited spectrum that can be used, even at room temperature, as a single photon source, as the computing unit of a quantum computer or, due to its sensitivity to magnetic fields, as a highly sensitive sensor.  R&D: Research and development Refers primarily to pre-competitive work in a company or research institution that carries a significant technical risk. This is in contrast to competitive or experimental development, as well as product development. Full stack Refers to the sum of all components of a platform or an overall technical system that build on each other. The origins of the term lie in software development. In terms of quantum computing, however, the hardware components are also included. Galileo A system of navigation satellites operated by the European Union, which are comparable to the American GPS (Global Positioning System). SMEs: Small and medium-sized enterprises According to the definition by the EU, these are companies with fewer than 250 employees and an annual turnover of no more than EUR 50 million or a balance sheet total of no more than EUR 43 million. NISQ: Noisy intermediate scale quantum computer Interim objective of achieving ‘medium-sized’ quantum computers with 50 to a couple of 100 qubits. These are intended to demonstrate the potential of quantum computers beyond simulations, but will still be severely limited in terms of their computing power due to a lack of control over all qubits. Optical clock Also known as an atomic clock. The frequencies of atomic transitions, usually caesium or rubidium, can be used to calculate a highly accurate time signal. The method has been used for decades to measure world time. However, further technological advances with regard to methodology may also mean it is suitable for future use in telecommunications or for measuring the absolute elevation in terrain (relativistic geodesy). PQC: Post-quantum cryptography Describes the need to further develop or replace current encryption methods if they can no longer be deemed secure given the new computing possibilities of quantum computers. Quantum gyroscope Refers to a measuring device that uses quantum effects to measure rotational movements and their rates of rotation. (Quantum) gyroscopes are used in particular for navigation applications. QKD: Quantum key distribution Encryption technology for data communication. In contrast to methods that are currently used, QKD uses the quantum mechanical property of entanglement of states during data transmission and is therefore intrinsically interception-proof, meaning that any eavesdropping or tapping could always be detected, resulting in a breakdown of communications. Qubits: Quantum bits Smallest logical computing unit of a quantum computer in analogy to the bits of traditional computers. In contrast to these, qubits can also assume arbitrary states between ‘0’ and ‘1’, which is one of the key features and potential advantages of a quantum computer. TRL: Technology readiness level Describes the stage of maturity of technologies. The scale ranges from TRL 1 (description of the functional principle) to TRL 9 (qualified system with proof of successful use). TRL 5 describes a test set-up in an operational environment."
1,3,UK,2023,National Quantum Strategy,"National Quantum Strategy  Ministerial Foreword  The first generation of quantum technologies created many innovations that we now take for granted in modern society, from the MRI machine to mobile devices. Yet there are lesser known but equally powerful inventions emerging from UK labs that could change our world beyond recognition.   These inventions will improve the lives of everyone in the UK, from improving healthcare and speeding up drug discovery, to boosting economic growth and security and providing jobs. They will also help us tackle climate change, build a sustainable future for our children, and help the UK to respond to growing global volatility, as set out in the government’s Integrated Review Refresh.  Quantum rewrites the rules of classical physics, and in doing so allows us to do things previously thought impossible. Take, for example, exquisitely sensitive brain scanners that will reveal new insights into epilepsy or dementia, or sensors that let us see what lies beneath the ground from the surface. These are already being used in real-world settings today.  In 2023, the government created the Department for Science, Innovation and Technology (DSIT) to deliver our mission to be the most innovative economy in the world and a science and technology superpower. Quantum technologies are at the core of this mission, not only as one of our five priority technologies of tomorrow – quantum, AI, engineering biology, semiconductors, future telecoms – but also as a technology that could release the full potential of every other on that list.   The UK is already a global leader in quantum technologies. In 2014 we set up the National Quantum Technologies Programme, the first of its kind in the world, to support excellent research and begin to take technologies out of the research environment.  The UK’s highly collaborative quantum community reflects that foresight from nearly ten years ago. The UK has world-leading strengths in quantum, including our deep research talent, the knowledge built up across the different quantum technologies, our rapidly growing quantum sector, and our strengths throughout quantum and related supply chains.   We are determined to build on these strengths with vision and long-term funding certainty. This national strategy sets out our new ten-year ambitious commitment to quantum technologies in the UK. We firmly believe that Britain should lead the world in this physical science and deliver opportunities and jobs in hardware, engineering and advanced manufacturing as well as in software and applications across the economy. As part of our new department’s ethos of taking immediate action backed up by strong long-term planning we are more than doubling our investment into quantum by investing £2.5 billion in quantum over the next ten years, with the aim of attracting significant additional private investment on top of that.   This ten-year plan will fund new frontiers of quantum research, support and develop our growing quantum sector, prepare our wider economy for the quantum revolution and ensure that the UK leads internationally in the regulation and ethical use of quantum technologies. We will make the UK the home for cutting-edge scientific breakthroughs, the best place in the world to start and grow a quantum business, a leading voice in the international quantum and tech community, and a magnet for international quantum talent.  We have worked hand in hand with the UK quantum community to bring this national strategy to fruition; I would like to thank everyone who has contributed to this process. The hard work starts now to deliver on its goals together."
2,3,UK,2023,National Quantum Strategy,"The Rt Hon Michelle Donelan MP  Secretary of State for Science, Innovation and Technology  Executive Summary  Over the next ten years, quantum technologies will revolutionise many aspects of life in the UK and bring enormous benefits to the UK economy, society and the way we can protect our planet. The UK has a world-leading position and quantum is one of the top priorities for the government, as set out in the Integrated Review Refresh. This strategy sets out our plan for the next ten years, building on the successes to date, to realise the incredible potential of these technologies for the UK.  Quantum technologies take advantage of phenomena at the atomic scale to find new ways to manipulate information. These technologies will one day make it possible to solve complex problems that are currently impossible to solve with even the most powerful high-performance classical computer and will allow us to reach entirely new frontiers in sensing, timing, imaging and communications.  Quantum technologies already offer possible solutions to some of our greatest societal challenges and, perhaps most excitingly, offer future capabilities that are yet to be explored. They will improve lives, drive economic growth and create jobs, and make us more secure.  •The exponential increase in computing power from quantum computers couldrevolutionise our healthcare system - from dramatically improved drugdiscovery techniques to providing personalised treatment to an individualbased on genetic and environmental factors -, help to manage and make bestuse of our national energy infrastructure, and even accelerate the path toautonomy and entirely new AI applications. It could deliver on oursustainability goals by improving solar panels and batteries as well as cuttingthe energy demands of data centres. Over the next three to five years,quantum computing could deliver $5-10 billion of benefits across the world;and this rises to $450-$850 billion in the next fifteen to thirty years.1"
3,3,UK,2023,National Quantum Strategy,"•Quantum sensing and imaging can provide unprecedented insight about whatlies beneath the ground - saving billions in environmental monitoring and onlarge-scale construction projects -, open new ways to diagnose and treatdisease and monitor and reduce greenhouse gas emissions that are invisibleto the human eye. Quantum sensing could generate at least $5 billion inrevenue by 2030.2"
4,3,UK,2023,National Quantum Strategy,"•Quantum clocks and communication could help us develop new navigationand timing capabilities without the need for a satellite link, providing even"
5,3,UK,2023,National Quantum Strategy,"greater resilience for railways, telecommunications and emergency services - as well as helping to secure the global communications network against cybercrime. Quantum communications could account for an estimated $8 billion in revenue by 2030.3"
6,3,UK,2023,National Quantum Strategy,"Those countries that are amongst the first to develop quantum technologies, and use them widely across the economy, will have vast advantages in terms of productivity, economic growth, health, sustainability, and national security and resilience, not least because of the anticipated ability of quantum computers to undermine cryptography used to secure the internet. This means that quantum is a priority technology for the government, and one that will remain critically important for our economic growth, economic security, national security and defence. We are in a global race to develop and commercialise these capabilities. The UK was an early mover, but other countries are accelerating their own efforts. Investing in quantum now, building on the strengths that we have already established, will ensure that we deliver on quantum technologies for the UK.  Building on strong foundations  We have already made great progress in the UK, with a £1 billion investment in research and development from 2014.4 Over its ten-year lifetime, this programme has built leading capabilities in quantum computing, sensors and timing, imaging and communications, and helped to build their path to market. As a result, the UK has considerable strengths and opportunities in quantum:  •We have invested in quantum skills, funding postgraduate research andfellowships, and have some of the world’s leading quantum experts. Our talentis a key draw to locate a quantum business in the UK."
7,3,UK,2023,National Quantum Strategy,"•We have a rapidly growing quantum sector - we rank second in the world tothe US for the number of quantum companies and second in attracting privateinvestment, leading the competition in Europe.5"
8,3,UK,2023,National Quantum Strategy,"•The UK’s developing quantum sector has a broad range of capabilities, withcompanies across the range of quantum technologies – computing,communications, sensing, imaging, and timing. We are also acknowledged asworld-leading in developing quantum computing software for error correctionand applications."
9,3,UK,2023,National Quantum Strategy,"•We have industrial strengths in the supply chain, in areas such as photonics,electronics and cryogenics, which are essential to quantum technologies. Wehave world leading clusters, such as the compound semiconductor cluster in South Wales, and a long-established photonics cluster in Scotland."
10,3,UK,2023,National Quantum Strategy,"•The extent of collaboration within the quantum community in the UK is aparticular and rare strength. The government has funded 139 projectsinvolving 141 quantum organisations through the Innovate UKCommercialising Quantum Challenge alone.6 The interplay between thedifferent elements of the community in the UK – from hardware, to software, tocomponents and enablers – is particularly strong."
11,3,UK,2023,National Quantum Strategy,"•Our testing and assurance capabilities, through the National PhysicalLaboratory, are amongst the best in the world and a key enabler for thesector."
12,3,UK,2023,National Quantum Strategy,"•We also have key user sector strengths, for example, in space, finance,aerospace, defence and life sciences, which provide a strong domestic marketfor quantum technologies."
13,3,UK,2023,National Quantum Strategy,"•We are also strong in other technologies, such as artificial intelligence, highperformance computing, space, telecoms, and engineering biology, whichwhen integrated with quantum technologies could boost capabilities andimpact."
14,3,UK,2023,National Quantum Strategy,"Government investments to date through the National Quantum Technologies Programme have created a unique and diverse pool of talent, capabilities and know-how within our quantum sector. However, given the pace of change globally and the challenge of bringing quantum into widespread use, it is the right time to set out a clear ambition and funding certainty for the next ten years to capitalise on this leading position and to accelerate the path to commercialisation.  This strategy sets out a bold and ambitious approach to supporting quantum technologies in the UK across the broad spectrum of quantum computing, sensing, timing, imaging and communications. We will develop UK strengths across different hardware platforms, software and components, and reinforce our capabilities throughout the supply chains. Although international collaboration is an essential part of our approach, it is not in the UK’s interests to rely purely on others for access to these critical technologies. We will also invest in and strengthen the key ecosystem enablers, such as skills, infrastructure, regulation and standards. We will monitor the development of these technologies, both in the UK and in other countries, and the development of the market, to ensure we can flex our approach to deliver the best possible outcome for the UK.  A new ten-year vision, plan and commitment  Our vision is for the UK to be a leading quantum-enabled economy by 2033, with a world leading sector, and where quantum technologies are an integral part of the UK’s future digital infrastructure and advanced manufacturing base, driving growth and helping to build a thriving and resilient economy and society.  To achieve this, we will commit £2.5 billion to developing quantum technologies in the UK over the ten years from 2024 – more than doubling current public investment -which will aim to generate an additional £1 billion of private investment into theprogramme. This programme will: •Ensure the UK is home to world-leading quantum science and engineering,growing UK knowledge and skills"
15,3,UK,2023,National Quantum Strategy,"•Support business, making the UK the go-to place for quantum businesses andan integral part of the global supply chain, as well as a preferred location forinvestors and global talent"
16,3,UK,2023,National Quantum Strategy,"•Drive the adoption and use of quantum technologies in the UK to deliverbenefits for the economy and society, as well as our national security"
17,3,UK,2023,National Quantum Strategy,"•Create a national and international regulatory framework that supportsinnovation and the ethical use of quantum technologies, and protects UKcapabilities and national security"
18,3,UK,2023,National Quantum Strategy,"This strategy sets out a ten-year vision, plan and priority actions. As quantum technologies develop, the UK will need to make some key strategic decisions about where to focus efforts to realise the benefits from these technologies. At this early stage it is important to continue to build the science, grow the vibrant ecosystem, explore a range of technology platforms and parts of the supply chain where the UK has world leading strengths, in addition to focussing on software and use case exploration. But it’s also important to be more targeted where and when we can, working with industry to accelerate development within high value applications as they emerge to grow a world class quantum sector and deliver benefits for the economy and society.   We will therefore develop our priority actions over time within the wider programme based on progress and wider trends, in full consultation with the UK quantum community. We will report regularly to the National Science and Technology Council, chaired by the Prime Minister, and publish an annual report on progress.   Objectives  The UK position today   2033 target    •Ensure the UK is home to world-leading quantum science and engineering,growing UK knowledge and skills"
19,3,UK,2023,National Quantum Strategy,"Among the top 10 nations producing quantum scholarly outputs, the UK ranks 3rd for the quality and impact of its quantum science. (Based on field-weighted citation impact 2017-21).   By 2033 we will maintain our top 3 position in the quality of our quantum science publications, whilst increasing the volume of our research publications.    Since 2014 the UK has funded over 470 postgraduate research students working on quantum technologies or a related discipline.   By 2033, we will have funded an additional 1000 postgraduate research students in quantum relevant disciplines.    Bilateral arrangements with the US on quantum collaboration.   By 2033 we will have bilateral arrangements with 5 further leading quantum nations, based on substantive collaborative work programmes    •Support business, making the UK the go-to place for quantum businessesand an integral part of the global supply chain, as well as a preferredlocation for investors and global talent"
20,3,UK,2023,National Quantum Strategy,"The UK has attracted ~12% of global private equity investment into quantum technology companies (2012-22).   By 2033, the UK will have a 15% share of global private equity investment into quantum technology companies.    The UK currently has an estimated ~9% global market share in quantum technologies (2021/22).   By 2033, the UK will have a 15% share of the global quantum technologies market.    •Drive the use of quantum technologies in the UK to deliver benefits for theeconomy, society and our national security"
21,3,UK,2023,National Quantum Strategy,"25%-33% of businesses have taken concrete steps to prepare for the arrival of quantum computing.   By 2033, all businesses within key relevant sectors of the UK will be aware of the potential of quantum technologies and 75% of relevant businesses will have taken steps to The UK will be a global leader in establishing global standards for quantum.   prepare for the arrival of quantum computing.   •Create a national and international regulatory framework that supportsinnovation and the ethical use of quantum technologies, and protects UKcapabilities and national security"
22,3,UK,2023,National Quantum Strategy,Quantum regulation and standards framework yet to be defined.
