Sentence_ID,Doc_ID,Country,Year,Document_Name,Sentence_Text
243,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Energy supply: The energy supply of the future will be highly decentralised.
244,2,GER,2023,Quantum Technologies Conceptual Framework Programme,In this respect distributed energy grids and local renewable energy providers as well as private households will work together in a complex system.
245,2,GER,2023,Quantum Technologies Conceptual Framework Programme,The interplay of supply and demand is a complex optimisation problem that quantum annealers and future quantum computers could be particularly suited to solving.
246,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Mobility: Improved sensor technology opens up new possibilities in various areas of mobility, for example, through improvements in position stabilisation using quantum gyroscopes (used in autonomous driving in road traffic, through to space travel)."
247,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"In the long term, quantum computing can create new approaches for optimising traffic flows."
248,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Quantum technologies will make important contributions to hyper-connected, smart and autonomous mobility, which depends on security and stability in all its components and interactions, and is also based on real-time data exchange in rapidly increasing quantities."
249,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Health: The development of quantum sensors can provide access to improved or novel therapeutic and diagnostic options in medical technology in the short and medium term.
250,2,GER,2023,Quantum Technologies Conceptual Framework Programme,New imaging techniques in particular will be of great importance in laboratory analysis or intraoperative diagnostics.
251,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"In the long term, quantum sensors can be developed for controlling prostheses, for example."
252,2,GER,2023,Quantum Technologies Conceptual Framework Programme,The development of drugs or vaccines can be accelerated and/or improved by using quantum computers.
253,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Digitalisation and artificial intelligence: The development of system responses based on Big Data in areas such as personalised medicine, autonomous driving or control in urban infrastructure requires the use of rapid decision algorithms."
254,2,GER,2023,Quantum Technologies Conceptual Framework Programme,These hugely benefit from quantum simulators and quantum algorithms and can be superior to traditional methods in terms of performance and accuracy.
255,2,GER,2023,Quantum Technologies Conceptual Framework Programme,A young woman stands with a laptop computer in her hands in front of a screen attached to a frame.
256,2,GER,2023,Quantum Technologies Conceptual Framework Programme,The Federal Government will drive forward the development of all technology strands.
257,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"In particular, it will ∙ create new possibilities for medical diagnostics andimaging with lighthouse projects in sensor technology,  ∙ support the preparation of a European Earth observation mission to monitor climate change basedon quantum gravimetry/gradiometry and, for thispurpose, advance the development of the nextgeneration of satellite-based gravity field quantumsensors (up to TRL 5),  ∙ bring the development of optical clocks for satellitenavigation systems and quantum gyroscopes forinertial sensor technology to a stage where they aremature enough to be used."
258,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Security and sovereignty  The expected changes brought about by quantum technologies are likely to have profound consequences in the area of digitalisation and (information) security.
259,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"This concerns, for example, aspects of communication, cryptography and elements of sensor technologies."
260,2,GER,2023,Quantum Technologies Conceptual Framework Programme,There are therefore increasingly stringent security requirements on both an international and national level.
261,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Germany must master these technologies of the future in order to be able to act with sovereignty.
262,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Against this background, the Federal Government will create the conditions to ensure data security for business and public administration, security authorities and the Bundeswehr (Federal Armed Forces) by using post-quantum cryptography and complementary quantum communication."
263,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"For this purpose, the Federal Government will ∙ drive the migration to post-quantum cryptographyin Germany,  ∙ promote the development of quantum-resistantcryptographic systems and ensure their qualitythrough standards,  ∙ promote quantum key distribution as a technologythat complements post-quantum cryptography, aswell as quantum communication,  ∙ investigate the use of quantum technologies in federal/government networks and consider the implications for communications security in particular,  ∙ use lighthouse projects to drive forward thenetworking of cities as well as science and publicauthority locations with quantum communicationlinks,  ∙ promote research and development of quantumrepeaters for long-range quantum communicationlinks (>200 km),  ∙ promote research into the security of quantumcommunication in practical applications, analysisof potential attacks and effective countermeasures,  ∙ promote research into security technologies basedon quantum mechanical principles, for example,quantum effect-based security tokens,  ∙ help accelerate the agile certification of technologies linked to quantum communication andquantum sensor technology for trustworthy usein business and government by bringing togetherrelevant stakeholders,  ∙ provide the first infrastructure necessary for quantum communication."
264,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Overview of a multi-lane motorway.
265,2,GER,2023,Quantum Technologies Conceptual Framework Programme,The individual lanes and vehicles are automatically marked by a system.
266,2,GER,2023,Quantum Technologies Conceptual Framework Programme,B.Drive forward targeted technologydevelopment with a view to futureapplication Pushing technological boundaries  Great progress has been made in quantum computing in recent years.
267,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Nevertheless, many development steps are still needed before application maturity can be reached with a universal error-corrected quantum computer."
268,2,GER,2023,Quantum Technologies Conceptual Framework Programme,The Federal Government is therefore pursuing this goal with a long-term development strategy (see also ‘Quantum Computing Technology Lighthouse’ info box).
269,2,GER,2023,Quantum Technologies Conceptual Framework Programme,This includes system development at all levels (‘full quantum computing stack’).
270,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"In particular, novel approaches need to be found to scale quantum computing chips into universal computing units."
271,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"In quantum sensor technology and quantum communication, developments are already more advanced and closer to being used."
272,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Nevertheless, there is a need for further research and development in the improvement of technological parameters, measurement methods and readout protocols as well as in standardisation and certification."
273,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"An additional focus is on improving the robustness, integrability, miniaturisation and applicability of the technologies."
274,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"To support the targeted further development of practicable systems, the Federal Government also supports research into enabling technologies, which are crucial as a basis for achieving further progress."
275,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"This includes materials, components and manufacturing technologies, but also basic modules for the preparation, control, manipulation and detection of quantum states."
276,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Exemplary technologies that are of central importance are radiation sources, detectors, microwave technology, cryogenics and controlled layer growth."
277,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"The Federal Government will ∙ secure and expand Germany’s strong position inenabling technologies through targeted funding,  ∙ develop and bring to market photonic and optoelectronic key components for sensors, navigationand communication, e. g., micro-integrated lasers,quantum sources, detectors, modulators and frequency combs,  ∙ promote the development of quantum computinghardware in an open-technology manner, based ondifferent realisations of qubits, from basic researchto computing applications."
278,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"This is being donewith the aim of developing a universal quantumcomputer in Germany on a par with internationaldevelopments and at least 100 individually controllable qubits by 2026, scalable to 500 qubits inthe medium term."
279,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"In addition, high-performancespecial hardware shall be developed for suitablefields of application."
280,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Setting standards Issues surrounding standardisation and norms will play a crucial role in the future development, mastery and diffusion of the technology."
281,2,GER,2023,Quantum Technologies Conceptual Framework Programme,In this way commercial enterprises can be supported by building up a quality infrastructure for quantum technologies; ‘made in Germany’ quantum technologies can therefore be used as a quality feature worldwide.
282,2,GER,2023,Quantum Technologies Conceptual Framework Programme,International standardisation committees define the specifications of new technologies and thus have a decisive influence on their design and ultimately on access to the market.
283,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Against this backdrop a strong commitment is required at the technological forefront to the development of a metrological quality infrastructure and the intensified continuation of activities already under way in this area.27 , 28, 29 A roadmap of the CEN-CENELEC Quantum Technology Focus Group analyses the standardisation needs in this area and proposes a coherent framework that enables effective standardisation in all domains (computing, communication, sensing) and helps avoid duplication."
284,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Specific examples form characterisation parameters for components for quantum communication or for ion traps for quantum computers, as well as initial approaches for quantum computer benchmarking."
285,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Based on this preliminary work, a Joint Technical Committee JTC 22 was recently set up at CEN-CENELEC, as requested by DIN."
286,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"The increased number of international activities in the field of quantum technologies and related areas are already reflected in the first standard-setting activities.30, 31 In this context an important role is taken up by the development of suitable benchmarks and characterisations of quantum technology components so that quantitative comparisons of performance can be made across architectures and technologies, particularly in the field of quantum computing."
287,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Initial approaches are currently taking place at DIN.32 An independent qualification of components is also an important prerequisite for stable value chains and therefore for tapping economic potential.
288,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Furthermore, an infrastructure such as this helps to build trust in quantum technologies and prevents overblown expectations."
289,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Standardisation requires the companies involved to interact on an equal footing, to expect significant economic benefits from the results and to have sufficient financial and human resources to carry out intensive committee work."
290,2,GER,2023,Quantum Technologies Conceptual Framework Programme,The influence of a particular economic area in the international standardisation bodies basically depends on the number and influence of such companies as these.
291,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Against this background the Federal Government, in cooperation with its European partners, will work towards greater German and European involvement in the standardisation bodies."
292,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"By promoting an entrepreneurial ecosystem for quantum technologies, conditions for work on standardisation and norms are ultimately supported in a targeted manner."
293,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"The need for standards that have already been identified in the first stages,33  e. g., for relevant parameters of quantum technology components for ‘reliable data sheets’, provide the basis for  harmonised and jointly developed characterisation and qualification at a European level, as well as the use of testbeds.34, 35 The Federal Government will therefore ∙ support standardisation activities in the field ofquantum technologies and work towards strongerGerman and European involvement in standardisation bodies,  ∙ build a quality infrastructure for quantum technologies that creates an advantage for the emergingquantum industry in Germany through objective,independent characterisation, qualification andstandardisation of quantum technology components and comparative benchmarks for quantumcomputers, independent of the architecture."
294,2,GER,2023,Quantum Technologies Conceptual Framework Programme,A Q.ANT engineer prepares a photonic chip for the next step.
295,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Technology lighthouse: quantum computing  Compared to the other branches of quantum technologies, quantum computing is expected to have the highest potential for disruption in applications.36 At the same time the technology is still at a comparatively early stage."
296,2,GER,2023,Quantum Technologies Conceptual Framework Programme,It is true that the first quantum computers are already capable of performing simple computing operations.
297,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"However, these systems still have limited computing power, are error-prone and can only be used for special tasks."
298,2,GER,2023,Quantum Technologies Conceptual Framework Programme,The full potential of the technology can only be realised when a universally programmable and error-corrected quantum computer is available and can be used alongside existing computer architectures.
299,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Numerous further development stages are necessary for this.37 Experts estimate that the necessary stages will take at least ten to fifteen years.
300,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Economically usable interim results in the areas of application can be expected before then, within the next five to fifteen years.38 In view of the technological uncertainties these time scales represent an initial rough estimate that accounts for forecasts from public institutions39 and industry40, 41, 42 and the pace of development to date."
301,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Today, cutting-edge technology is organised into global value chains."
302,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"In technically demanding areas that require high levels of investment, the available economic resources can be a limiting factor that makes international cooperation necessary."
303,2,GER,2023,Quantum Technologies Conceptual Framework Programme,At the same time the Covid-19 pandemic and the Russian war of aggression in Ukraine have highlighted how fragile and vulnerable global supply chains can be and how the value of global technological sovereignty in an uncertain world has changed.
304,2,GER,2023,Quantum Technologies Conceptual Framework Programme,The Federal Government will therefore support technology development in quantum computing in the long term.
305,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"On the basis of the roadmap drawn up by an independent council of experts, the Federal Government is implementing an ambitious package of measures as part of the fiscal stimulus and future package, the aim of which is to achieve technological sovereignty for Germany and Europe in the field of quantum computing."
306,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"This would mean that Germany, together with partners from the European Union, becomes technologically independent when it comes to the production of corresponding hardware and software."
307,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"A central role in critical elements of international value chains for quantum computing can also ensure that Germany, as a key partner, can always maintain access to economically essential quantum resources."
308,2,GER,2023,Quantum Technologies Conceptual Framework Programme,A balance must be struck between competition and cooperation.
309,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"In the short and medium term, the measures aim to develop the first quantum computers in Germany at the state-of-the-art in research and technology."
310,2,GER,2023,Quantum Technologies Conceptual Framework Programme,They are to be scaled up and improved until they provide a quantum advantage in practical applications.
311,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"This forms the basis of the development of a universal, error-corrected system."
312,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"The Federal Government is relying on a technology-open approach in this respect, since it is not yet foreseeable which technological basis is best suited for the various areas of application and which can be scaled up."
313,2,GER,2023,Quantum Technologies Conceptual Framework Programme,We regularly review which of the technology strands seems promising and adjust the portfolio of measures accordingly.
314,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"As part of this conceptual framework programme the Federal Government aims to develop a quantum computer on a par with international developments and at least 100 individually controllable qubits by 2026, scalable to 500 qubits in the medium term."
315,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"In addition, high-performance special hardware shall be developed for suitable fields of application."
316,2,GER,2023,Quantum Technologies Conceptual Framework Programme,The work in hardware development is flanked by measures to develop software and algorithms for these new types of computers in order to be able to exploit speed and quality advantages.
317,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"This is particularly important in view of the fact that experts regard the decisive potential for value creation to not be in hardware and software, but in the next wave of digitisation and therefore in the applications.43 In parallel, quantum simulators are being further developed."
318,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"These can provide similar quantum benefits to quantum computers in several specific areas, for example, in materials research or in the improvement of chemical processes such as the energy-intensive production of fertilisers.44 Specifically, the Federal Government is pursuing the following measures for the development of quantum computers ‘made in Germany’: ∙ Competitive development of basic technology platforms for quantum computers."
319,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Within the framework of research projects, there is public fundingfor the development of hardware components aswell as their design and implementation in demonstration set-ups based on the various technologyplatforms."
320,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"∙ In parallel the industrialisation of technicallymore mature technologies is taking place withinthe framework of contracts, in particular throughDLR’s quantum computing initiative."
321,2,GER,2023,Quantum Technologies Conceptual Framework Programme,∙ Establishment of a network for quantum algorithms and software.
322,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Here, the focus is onindustry-specific applications that address optimisation problems and procedures that look inparticular at searches within large data pools."
323,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"∙ Development of enabling technologies: in additionto the fundamental technological developments ofquantum computing, suitable technical equipmentis needed, among other things, to control the sensitive quantum states."
324,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"∙ Development of metrological foundations for thecomparability of quantum computer hardware,such as the reliable measurement of qubit properties, coherence times, etc."
325,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"∙ Support to develop skilled workers: the aim is to useoutreach activities to increase interest in quantumtechnologies in schools, to get students excitedabout the field and to develop support formatsfor both academic and career paths in industry.Tailor-made programmes at postgraduate level helpto train qualified specialists for the development ofquantum technologies."
326,2,GER,2023,Quantum Technologies Conceptual Framework Programme,∙ Support for spin-off companies from universitiesand research institutions.
327,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"The goal is to build a holistic, internationally competitive, entrepreneurialecosystem for quantum technologies."
328,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"C.Create excellent framework conditions for a strong ecosystem Create interfaces: strengthen ecosystems In order to make the new technologies application-ready and therefore usable within the economy and society, it is necessary to build a functional, comprehensive ecosystem."
329,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"This includes fundamental research, technology developments for users, the training of technical specialists or experts in engineering sciences, computer science and physics, as well as additional support measures for networking and the development of a metrological quality infrastructure."
330,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Germany introduces a number of strong players in all relevant areas.
331,2,GER,2023,Quantum Technologies Conceptual Framework Programme,The Federal Government’s goal is to create close networking throughout all parts of the value chain in the form of an entrepreneurial ecosystem.
332,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"This should enable the targeted and, by means of synergies, efficient development of quantum technologies that are economically self-sustaining in the long term."
333,2,GER,2023,Quantum Technologies Conceptual Framework Programme,The Federal Government is strengthening the quantum technology ecosystem through the following means: ∙ Direct project funding from the Federal Government is generally directed at consortia fromindustry and science.
334,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Project consortia that coveras many parts of the value chain as possible arefunded.
335,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Through joint research and developmentwork, close ties are forged between fundamentalresearchers, developers and users, and ideas arepursued in a targeted manner."
336,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"The developmentof characterisation, qualification and standardisation of quantum technology components withinvalue chains is considered from the beginning andincluded in the measures."
337,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"∙ At the same time the entrepreneurial ecosystemis stimulated by collocated research contracts:for example, innovative quantum computers areprocured for DLR’s own needs through researchcontracts."
338,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"In the European partnership EuroHPC,which is co-financed by the Federal Government,quantum computers are also being procured for locations of the Gauss Centre for Supercomputing in Germany; albeit with a smaller financial volume."
339,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"With this instrument, more mature approaches in technological terms will be developed in the medium term by companies, especially start-ups."
340,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"For highly innovative companies from the European economic area, close cooperation with DLR also creates incentives to locate research, development and production in Germany."
341,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"∙ Focused networking meetings, seminars and symposia work alongside the research and developmentactivities within the technology strands, enablingexchange and synergies across individual projectconsortia."
342,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Complementary to this and with the goalof creating a powerful ecosystem, is the provisionof overarching exchange forums and seminars, thepreparation of an accompanying analysis of theecosystem and discussions about cross-cuttingissues in joint workshops."
343,2,GER,2023,Quantum Technologies Conceptual Framework Programme,This also ensures thatsynergies are created and the resources deployedare used efficiently.
344,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Strengthen start-up culture and innovative  companies Start-ups and small and medium-sized enterprises with strong research capabilities will play an important role in technology development, while cooperation models with large companies have also proven to be successful in this regard."
345,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"The Federal Government supports young, innovative companies with this through: ∙ Specific funding that allows spin-offs from universities and research institutions in the field ofquantum technologies to transfer innovative ideasand move towards application and commercialexploitation,45  ∙ The expansion of technology transfer in all facets atthe level of institutional and strategic developmentof publicly funded research institutions, especiallythrough spin-offs,  ∙ Specific promotion46 and targeting of small andmedium-sized enterprises,  ∙ The facilitation of access, especially for youngcompanies, start-ups and small and medium-sizedenterprises, to existing quantum technology expertise and infrastructure at universities and researchinstitutions."
346,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"This is particularly necessary in thedeep-tech field of quantum technology in order toeffectively translate Germany’s excellent startingposition in research into applications and to bring itto market.47, 48  ∙ Networking with public venture capitalists (especially High-Tech Gründerfonds, DeepTech & Climate Fonds, Federal Agency for Disruptive Innovation SPRIN-D) as well as long-term oriented privateinvestors who are loyal to the location."
347,2,GER,2023,Quantum Technologies Conceptual Framework Programme,A miniaturised vacuum chamber lies on a laboratory bench.
348,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Awaken interest, attract skilled workers Quantum technologies are still a comparatively abstract topic that requires explanation, with communication proving to be a major challenge."
349,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"For a discussion of the technology and its applications, however, an approach is required that can be understood in general terms."
350,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"In addition, there is a need for realistic expectations regarding the potential, the pace of development as well as the limits of the technology, especially among decision-makers from business and politics."
351,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Information that can be understood by all parties concerned and specific knowledge about applications of quantum technologies are therefore also needed in general and school education.
352,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Bottlenecks in recruiting suitable academic specialists are already becoming apparent today.49 Consequently, it is hugely important to look at ways in which information can be shared in a manner that is appropriate for the target group."
353,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"The aim is to increase low-threshold interest in order to inspire the skilled workers of tomorrow, as well as to demonstrate potential to users from outside the field."
354,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Employees in companies must be empowered to use the technology.
355,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"And it goes without saying that there is also a need for highly qualified professionals, especially with regard to developing the technology further."
356,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"For this reason, the following needs to be done:  ∙ Showcasing of opportunities and possibilities fordifferent professional development paths,  ∙ Analysing the needs of developers and users ofquantum technologies in Germany within the context of an evidence-based education and researchpolicy, as well as relevant capacities in terms ofspecialist training so that the scope of the necessarymeasures can be estimated,  ∙ Facilitation of access to quantum technologies indisciplines outside of physics, especially in relatedfields such as computer science and engineering,  ∙ Provision of support for the education and trainingof specialists in quantum technologies."
357,2,GER,2023,Quantum Technologies Conceptual Framework Programme,There is aparticular focus on the qualification of professionals with practical experience.
358,2,GER,2023,Quantum Technologies Conceptual Framework Programme,The Federal Government has already put together a broad package of measures.
359,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Under the umbrella brand Quantum Future,50 various measures are being put in place to build up a skilled labour base: young researchers can establish their first small working group, training and further education concepts are actioned, younger students become enthused about the topic within the framework of an academy and an award ceremony."
360,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Intuitive and participatory outreach concepts for quantum technologies are also intended to address broader segments of the population.
361,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Within the framework of this conceptual framework programme these measures will be developed further alongside new ideas for knowledge transfer and the participation of civil society.
362,2,GER,2023,Quantum Technologies Conceptual Framework Programme,The biggest challenge in the future will be to address and reach the different target groups.
363,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Only then will there be enough skilled workers for tomorrow, the right decisions will be made in dealing with the issue and the topic will become accepted on a social level."
364,2,GER,2023,Quantum Technologies Conceptual Framework Programme,One focus of the activities will be on increased support for excellent young personnel.
365,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"This will begin with the networking of outstanding students and specific support for doctoral students, and will move on to targeted measures such as Quantum Fellowships or academic junior research groups for outstanding postgraduates who are urgently needed for technology development in particular."
366,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"In addition, specific attention will be paid to young people who can provide the next generation of skilled workers in the emerging quantum technology market."
367,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"To this end age-appropriate ways of sharing research-based learning that will encourage people to act upon it are being developed, for example, through participatory actions in schools."
368,2,GER,2023,Quantum Technologies Conceptual Framework Programme,At the same time the further training of experienced professionals and technical staff from thematically related fields should be encouraged since this area is seen as being able to offer particularly good prospects for broadening the skilled labour base.51  A young man fills liquid nitrogen into a cryostat to cool it.
369,2,GER,2023,Quantum Technologies Conceptual Framework Programme,The cryostat contains a 3D vector magnet that can be used to magnetically analyse samples.
370,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Keeping an eye on impact: identifying opportunities and considering effects To build a technology of the future, new developments must be recognised at an early stage and strategically taken into account."
371,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"The Federal Government bases its measures on the results of broad-based agenda and strategy processes involving experts from science and industry.52, 53 In addition, the positions of expert commissions,54 academies55 and associations56, 57 are also taken into account."
372,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Due to the rapid development of the technology, the Federal Government is also in constant dialogue with the professional sector in order to be able to take new developments into account at an early stage."
373,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"For this purpose, the opinion of expert committees with external expertise is sought, partly through fixed advisory groups and partly through expert discussions on specific topic areas."
374,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"In addition, a systematic, ongoing monitoring of the ecosystem will be set up as part of the accompanying research."
375,2,GER,2023,Quantum Technologies Conceptual Framework Programme,At the same time the buy-in of citizens regarding the acceptance of new quantum technologies must take place alongside technology development.
376,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Direct and early cooperation between researchers and later users within the framework of participatory technology development will promote practical and needs-oriented technical solutions.
377,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"From coming into direct contact with new quantum technologies in medicine, mobility and communication, to questions of resilience and internal and external security, citizens and the economy, the state and society will be impacted in many ways by these new developments."
378,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"So far, the discussion has focused on the opportunities and options provided by the technology."
379,2,GER,2023,Quantum Technologies Conceptual Framework Programme,The risks that are currently most frequently under discussion come in the form of which development gaps exist compared to competing countries.
380,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"However, as technologies mature and are applied, questions will increasingly be asked about societal and cultural influences, technology assessment and the prevention of adverse side effects."
381,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"In addition to overall societal issues looking at social effects through the impact on everyday life and the world of work, discussions in the field of innovation management, for example, will focus on the impact of access to quantum technologies (e. g., through small and medium-sized enterprises), what effect quantum technologies have on individual industries and supply chains or on national security provision, and what specific innovations they introduce."
382,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Last but not least quantum technologies will have a considerable influence on modern cryptography.
383,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"As soon as powerful quantum computers become available, the security of cryptography methods used as standard today will no longer be guaranteed."
384,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Quantum communication can solve this problem through quantum-based key agreement.58 In combination with post-quantum cryptography based on mathematical principles, the confidentiality of sensitive information can be maintained in the long term."
385,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"However, the new risks posed by technology, especially for information security and data protection, need to be evaluated, tracked alongside evolving technology, and effective countermeasures need to be designed."
386,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Overall, it is important to keep an eye on any such consequences at an early stage in order to counteract potentially undesirable developments promptly and in order to hold an open discussion with the social actors."
387,2,GER,2023,Quantum Technologies Conceptual Framework Programme,A young woman behind a gold-coloured frame in the laboratory.
388,2,GER,2023,Quantum Technologies Conceptual Framework Programme,4.Acting together – securing sovereignity Joint action by the Federal Government The Federal Government jointly coordinates its measures in quantum technologies at various levels in an inter-ministerial manner.
389,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"The aim is to avoid duplication of work, to define interfaces as well as handover points and to bring together development strands beyond the respective areas of responsibility of the ministries."
390,2,GER,2023,Quantum Technologies Conceptual Framework Programme,The activities of the ministries are considered together from the outset and regularly coordinated at a management and working level.
391,2,GER,2023,Quantum Technologies Conceptual Framework Programme,The central committee at the working level is a ministerial group in which all thematically involved ministries work together on current developments and planned measures.
392,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"In addition, within the framework of project funding, activities are coordinated jointly and at an early stage in order to create synergies."
393,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"This includes joint, inter-ministerial activities to strengthen ecosystems and networking between different funded actors."
394,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"Inside a vacuum chamber, physicists at the Max Planck Institute of Quantum Optics trap a single atom in two crossed optical resonators."
395,2,GER,2023,Quantum Technologies Conceptual Framework Programme,These are each formed by two glass fibres that can be seen at the crossing point.
396,2,GER,2023,Quantum Technologies Conceptual Framework Programme,The setup enables the non-destructive detection of photonic qubits.
397,2,GER,2023,Quantum Technologies Conceptual Framework Programme,tive federal states.
398,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Close networking of the Federal Government with the specific measures and priorities of the federal states is ensured by regular coordination meetings at working level.
399,2,GER,2023,Quantum Technologies Conceptual Framework Programme,"In addition, significant momentum can also result from close contact with academies and associations."
400,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Build strong international partnerships and secure technological sovereignty The Federal Government’s goal is to ensure sovereignty in terms of access to all the relevant building blocks of this future technology.
401,2,GER,2023,Quantum Technologies Conceptual Framework Programme,This goal is pursued by holistically promoting an entrepreneurial quantum technology ecosystem and helping to shape its development and application by providing an equal footing and ensuring it remains in line with our values.
