Country,Actor_1,Actor_2,QH_Category_1,QH_Category_2,Weight
CAN,Employment and Social Development Canada,IRAP,Government,Government,1
CAN,Employment and Social Development Canada,ISC,Government,not an actor,1
CAN,Employment and Social Development Canada,"Immigration, Refugees and Citizenship Canada",Government,Government,1
CAN,Employment and Social Development Canada,Innovative Solutions Canada,Government,not an actor,1
CAN,Employment and Social Development Canada,International Summer School for Young Physicists,Government,not an actor,1
CAN,Employment and Social Development Canada,MiQro Innovation Collaborative Center,Government,Civil Society,1
CAN,Employment and Social Development Canada,Mitacs Accelerate International,Government,not an actor,1
CAN,Employment and Social Development Canada,NQS,Government,not an actor,1
CAN,Employment and Social Development Canada,NRC IRAP,Government,Government,1
CAN,Employment and Social Development Canada,NRC’s Industrial Research Assistance Program,Government,Government,1
CAN,Employment and Social Development Canada,NSF,Government,Government,1
CAN,Employment and Social Development Canada,National Science Foundation,Government,Government,1
CAN,Employment and Social Development Canada,National Security Guidelines for Research Partnerships,Government,not an actor,1
CAN,Employment and Social Development Canada,National Security Review of Investments,Government,not an actor,1
CAN,Employment and Social Development Canada,Nord Quantique,Government,Industry,1
CAN,Employment and Social Development Canada,PSI Start program,Government,not an actor,1
CAN,Employment and Social Development Canada,PacifiCan,Government,Government,1
CAN,Employment and Social Development Canada,Perimeter,Government,Academia,1
CAN,Employment and Social Development Canada,PrairiesCan,Government,Government,1
CAN,Employment and Social Development Canada,Public Service Commission of Canada,Government,Government,1
CAN,Employment and Social Development Canada,QEYSSat,Government,not an actor,1
CAN,Employment and Social Development Canada,Quantum Algorithms Institute,Government,Civil Society,1
CAN,Employment and Social Development Canada,Quantum Computing,Government,not an actor,1
CAN,Employment and Social Development Canada,Quantum Encryption and Science Satellite,Government,not an actor,1
CAN,Employment and Social Development Canada,REGI,Government,not an actor,1
CAN,Employment and Social Development Canada,Regional Economic Growth through Innovation program,Government,not an actor,1
CAN,Employment and Social Development Canada,SIF,Government,not an actor,1
CAN,Employment and Social Development Canada,Standards Council of Canada,Government,Government,1
CAN,Employment and Social Development Canada,Strategic Innovation Fund,Government,not an actor,1
CAN,Employment and Social Development Canada,The National Quantum Strategy,Government,not an actor,1
CAN,Employment and Social Development Canada,WD,Government,Government,1
CAN,Employment and Social Development Canada,Western Economic Diversification,Government,Government,1
CAN,Employment and Social Development Canada,pillar RESEARCH PILLAR Research,Government,not specified,1
CAN,European Commission,Global Affairs Canada,Government,Government,1
CAN,European Commission,Government of Quebec,Government,Government,1
CAN,European Commission,Horizon Europe,Government,not an actor,1
CAN,European Commission,IBM,Government,Industry,1
CAN,European Commission,IBM Q System One,Government,not an actor,1
CAN,European Commission,IBM Quantum Hub,Government,Industry,1
CAN,European Commission,IDEaS,Government,not an actor,1
CAN,European Commission,IQC,Government,Academia,1
CAN,European Commission,ISED,Government,Government,1
CAN,European Commission,Innovation for Defence Excellence and Security,Government,not an actor,1
CAN,European Commission,"Innovation, Science and Economic Development Canada",Government,Government,1
CAN,European Commission,Institut Quantique,Government,Academia,1
CAN,European Commission,Institute for Quantum Computing,Government,Academia,1
CAN,European Commission,Internet of Things,Government,not an actor,1
CAN,European Commission,Invest in Canada,Government,Government,1
CAN,European Commission,Mitacs,Government,Civil Society,1
CAN,European Commission,NSERC CREATE,Government,not an actor,1
CAN,European Commission,National Quantum Strategy,Government,not an actor,1
CAN,European Commission,PTs,Government,not an actor,1
CAN,European Commission,PennyLane,Government,not an actor,1
CAN,European Commission,Perimeter Institute,Government,Academia,1
CAN,European Commission,Quantum Advisory Council,Government,Government,1
CAN,European Commission,Quantum Industry Canada,Government,Civil Society,1
CAN,European Commission,Quantum Technologies Competition,Government,not an actor,1
CAN,European Commission,Quantum Valley Ideas Lab,Government,Civil Society,1
CAN,European Commission,Regional Business Network,Government,not specified,1
CAN,European Commission,S&T,Government,not an actor,1
CAN,European Commission,S&T Strategy,Government,not an actor,1
CAN,European Commission,SSHRC,Government,Government,1
CAN,European Commission,Secure Networks Challenge Program,Government,not an actor,1
CAN,European Commission,Sherbrooke Quantum Innovation Zone,Government,Civil Society,1
CAN,European Commission,Social Sciences and Humanities Research Council,Government,Government,1
CAN,European Commission,Statistics Canada,Government,Government,1
CAN,European Commission,Stewart Blusson Quantum Matter Institute,Government,Academia,1
CAN,European Commission,TCS,Government,Government,1
CAN,European Commission,The Department of National Defence and Canadian Armed Forces Quantum Science and Technology (S&T) Strategy,Government,not an actor,1
CAN,European Commission,Trade Commissioner Service,Government,Government,1
CAN,European Commission,Tri-Agency EDI Action Plan,Government,not an actor,1
CAN,European Commission,U.S. National Science Foundation,Government,Government,1
CAN,European Commission,UK Research and Innovation (UKRI),Government,Government,1
CAN,European Commission,UKRI,Government,Government,1
CAN,European Commission,University of Waterloo,Government,Academia,1
CAN,European Commission,Université de Sherbrooke,Government,Academia,1
CAN,European Commission,World Economic Forum,Government,Civil Society,1
CAN,European Commission,Xanadu,Government,Industry,1
CAN,FedDev Ontario,Federal Economic Development Agency for Southern Ontario,Government,Government,1
CAN,FedDev Ontario,GAC,Government,Government,1
CAN,FedDev Ontario,Global Affairs Canada,Government,Government,1
CAN,FedDev Ontario,Global Innovation Clusters,Government,not an actor,1
CAN,FedDev Ontario,Government of Canada,Government,Government,1
CAN,FedDev Ontario,IDEaS Innovation for Defence Excellence and Security,Government,not an actor,1
CAN,FedDev Ontario,IRAP,Government,Government,1
CAN,FedDev Ontario,ISC,Government,not an actor,1
CAN,FedDev Ontario,"Immigration, Refugees and Citizenship Canada",Government,Government,1
CAN,FedDev Ontario,Innovative Solutions Canada,Government,not an actor,1
CAN,FedDev Ontario,International Summer School for Young Physicists,Government,not an actor,1
CAN,FedDev Ontario,MiQro Innovation Collaborative Center,Government,Civil Society,1
CAN,FedDev Ontario,Mitacs Accelerate International,Government,not an actor,1
CAN,FedDev Ontario,NQS,Government,not an actor,1
CAN,FedDev Ontario,NRC IRAP,Government,Government,1
CAN,FedDev Ontario,NRC’s Industrial Research Assistance Program,Government,Government,1
CAN,FedDev Ontario,NSF,Government,Government,1
CAN,FedDev Ontario,National Science Foundation,Government,Government,1
CAN,FedDev Ontario,National Security Guidelines for Research Partnerships,Government,not an actor,1
CAN,FedDev Ontario,National Security Review of Investments,Government,not an actor,1
CAN,FedDev Ontario,Nord Quantique,Government,Industry,1
CAN,FedDev Ontario,PSI Start program,Government,not an actor,1
CAN,FedDev Ontario,PacifiCan,Government,Government,1
CAN,FedDev Ontario,Perimeter,Government,Academia,1
CAN,FedDev Ontario,PrairiesCan,Government,Government,1
CAN,FedDev Ontario,Public Service Commission of Canada,Government,Government,1
CAN,FedDev Ontario,QEYSSat,Government,not an actor,1
CAN,FedDev Ontario,Quantum Algorithms Institute,Government,Civil Society,1
CAN,FedDev Ontario,Quantum Computing,Government,not an actor,1
CAN,FedDev Ontario,Quantum Encryption and Science Satellite,Government,not an actor,1
CAN,FedDev Ontario,REGI,Government,not an actor,1
CAN,FedDev Ontario,Regional Economic Growth through Innovation program,Government,not an actor,1
CAN,FedDev Ontario,SIF,Government,not an actor,1
CAN,FedDev Ontario,Standards Council of Canada,Government,Government,1
CAN,FedDev Ontario,Strategic Innovation Fund,Government,not an actor,1
CAN,FedDev Ontario,The National Quantum Strategy,Government,not an actor,1
CAN,FedDev Ontario,WD,Government,Government,1
CAN,FedDev Ontario,Western Economic Diversification,Government,Government,1
CAN,FedDev Ontario,pillar RESEARCH PILLAR Research,Government,not specified,1
CAN,Federal Economic Development Agency for Southern Ontario,GAC,Government,Government,1
CAN,Federal Economic Development Agency for Southern Ontario,Global Affairs Canada,Government,Government,1
CAN,Federal Economic Development Agency for Southern Ontario,Global Innovation Clusters,Government,not an actor,1
CAN,Federal Economic Development Agency for Southern Ontario,Government of Canada,Government,Government,1
CAN,Federal Economic Development Agency for Southern Ontario,IDEaS Innovation for Defence Excellence and Security,Government,not an actor,1
CAN,Federal Economic Development Agency for Southern Ontario,IRAP,Government,Government,1
CAN,Federal Economic Development Agency for Southern Ontario,ISC,Government,not an actor,1
CAN,Federal Economic Development Agency for Southern Ontario,"Immigration, Refugees and Citizenship Canada",Government,Government,1
CAN,Federal Economic Development Agency for Southern Ontario,Innovative Solutions Canada,Government,not an actor,1
CAN,Federal Economic Development Agency for Southern Ontario,International Summer School for Young Physicists,Government,not an actor,1
CAN,Federal Economic Development Agency for Southern Ontario,MiQro Innovation Collaborative Center,Government,Civil Society,1
CAN,Federal Economic Development Agency for Southern Ontario,Mitacs Accelerate International,Government,not an actor,1
CAN,Federal Economic Development Agency for Southern Ontario,NQS,Government,not an actor,1
CAN,Federal Economic Development Agency for Southern Ontario,NRC IRAP,Government,Government,1
CAN,Federal Economic Development Agency for Southern Ontario,NRC’s Industrial Research Assistance Program,Government,Government,1
CAN,Federal Economic Development Agency for Southern Ontario,NSF,Government,Government,1
CAN,Federal Economic Development Agency for Southern Ontario,National Science Foundation,Government,Government,1
CAN,Federal Economic Development Agency for Southern Ontario,National Security Guidelines for Research Partnerships,Government,not an actor,1
CAN,Federal Economic Development Agency for Southern Ontario,National Security Review of Investments,Government,not an actor,1
CAN,Federal Economic Development Agency for Southern Ontario,Nord Quantique,Government,Industry,1
CAN,Federal Economic Development Agency for Southern Ontario,PSI Start program,Government,not an actor,1
CAN,Federal Economic Development Agency for Southern Ontario,PacifiCan,Government,Government,1
CAN,Federal Economic Development Agency for Southern Ontario,Perimeter,Government,Academia,1
CAN,Federal Economic Development Agency for Southern Ontario,PrairiesCan,Government,Government,1
CAN,Federal Economic Development Agency for Southern Ontario,Public Service Commission of Canada,Government,Government,1
CAN,Federal Economic Development Agency for Southern Ontario,QEYSSat,Government,not an actor,1
CAN,Federal Economic Development Agency for Southern Ontario,Quantum Algorithms Institute,Government,Civil Society,1
CAN,Federal Economic Development Agency for Southern Ontario,Quantum Computing,Government,not an actor,1
CAN,Federal Economic Development Agency for Southern Ontario,Quantum Encryption and Science Satellite,Government,not an actor,1
CAN,Federal Economic Development Agency for Southern Ontario,REGI,Government,not an actor,1
CAN,Federal Economic Development Agency for Southern Ontario,Regional Economic Growth through Innovation program,Government,not an actor,1
CAN,Federal Economic Development Agency for Southern Ontario,SIF,Government,not an actor,1
CAN,Federal Economic Development Agency for Southern Ontario,Standards Council of Canada,Government,Government,1
CAN,Federal Economic Development Agency for Southern Ontario,Strategic Innovation Fund,Government,not an actor,1
CAN,Federal Economic Development Agency for Southern Ontario,The National Quantum Strategy,Government,not an actor,1
CAN,Federal Economic Development Agency for Southern Ontario,WD,Government,Government,1
CAN,Federal Economic Development Agency for Southern Ontario,Western Economic Diversification,Government,Government,1
CAN,Federal Economic Development Agency for Southern Ontario,pillar RESEARCH PILLAR Research,Government,not specified,1
CAN,Federal department,Global Industry Analysts Inc.,not specified,not relevant (from Footnotes),1
CAN,Federal department,Government of Alberta,not specified,Government,1
CAN,Federal department,Government of British Columbia,not specified,Government,1
CAN,Federal department,Government of Ontario,not specified,Government,1
CAN,Federal department,ITB,not specified,not an actor,1
CAN,Federal department,ITB Policy,not specified,not an actor,1
CAN,Federal department,NFRF,not specified,not an actor,1
CAN,Federal department,NQS Secretariat,not specified,Government,1
CAN,Federal department,NRC,not specified,Academia,1
CAN,Federal department,NSERC,not specified,Government,1
CAN,Federal department,National Research Council of Canada,not specified,Academia,1
CAN,Federal department,Natural Sciences and Engineering Research Council of Canada,not specified,Government,1
CAN,Federal department,New Frontiers in Research Fund,not specified,not an actor,1
CAN,Federal department,Pacific Economic Development Canada,not specified,Government,1
CAN,Federal department,Perimeter Institute for Theoretical Physics,not specified,Academia,1
CAN,Federal department,Prairies Economic Development Canada,not specified,Government,1
CAN,Federal department,Quantum Committee,not specified,not an actor,1
CAN,Federal department,STDP,not specified,not an actor,1
CAN,Federal department,Space Technology Development Program,not specified,not an actor,1
CAN,Federal department,University of Alberta,not specified,Academia,1
CAN,Federal department,University of Calgary,not specified,Academia,1
CAN,Federal department,University of Lethbridge,not specified,Academia,1
CAN,GAC,Global Affairs Canada,Government,Government,1
CAN,GAC,Global Innovation Clusters,Government,not an actor,1
CAN,GAC,Government of Canada,Government,Government,1
CAN,GAC,IDEaS Innovation for Defence Excellence and Security,Government,not an actor,1
CAN,GAC,IRAP,Government,Government,1
CAN,GAC,ISC,Government,not an actor,1
CAN,GAC,"Immigration, Refugees and Citizenship Canada",Government,Government,1
CAN,GAC,Innovative Solutions Canada,Government,not an actor,1
CAN,GAC,International Summer School for Young Physicists,Government,not an actor,1
CAN,GAC,MiQro Innovation Collaborative Center,Government,Civil Society,1
CAN,GAC,Mitacs Accelerate International,Government,not an actor,1
CAN,GAC,NQS,Government,not an actor,1
CAN,GAC,NRC IRAP,Government,Government,1
CAN,GAC,NRC’s Industrial Research Assistance Program,Government,Government,1
CAN,GAC,NSF,Government,Government,1
CAN,GAC,National Science Foundation,Government,Government,1
CAN,GAC,National Security Guidelines for Research Partnerships,Government,not an actor,1
CAN,GAC,National Security Review of Investments,Government,not an actor,1
CAN,GAC,Nord Quantique,Government,Industry,1
CAN,GAC,PSI Start program,Government,not an actor,1
CAN,GAC,PacifiCan,Government,Government,1
CAN,GAC,Perimeter,Government,Academia,1
CAN,GAC,PrairiesCan,Government,Government,1
CAN,GAC,Public Service Commission of Canada,Government,Government,1
CAN,GAC,QEYSSat,Government,not an actor,1
CAN,GAC,Quantum Algorithms Institute,Government,Civil Society,1
CAN,GAC,Quantum Computing,Government,not an actor,1
CAN,GAC,Quantum Encryption and Science Satellite,Government,not an actor,1
CAN,GAC,REGI,Government,not an actor,1
CAN,GAC,Regional Economic Growth through Innovation program,Government,not an actor,1
CAN,GAC,SIF,Government,not an actor,1
CAN,GAC,Standards Council of Canada,Government,Government,1
CAN,GAC,Strategic Innovation Fund,Government,not an actor,1
CAN,GAC,The National Quantum Strategy,Government,not an actor,1
CAN,GAC,WD,Government,Government,1
CAN,GAC,Western Economic Diversification,Government,Government,1
CAN,GAC,pillar RESEARCH PILLAR Research,Government,not specified,1
CAN,Global Affairs Canada,Global Innovation Clusters,Government,not an actor,1
CAN,Global Affairs Canada,Government of Canada,Government,Government,1
CAN,Global Affairs Canada,Government of Quebec,Government,Government,1
CAN,Global Affairs Canada,Horizon Europe,Government,not an actor,1
CAN,Global Affairs Canada,IBM,Government,Industry,1
CAN,Global Affairs Canada,IBM Q System One,Government,not an actor,1
CAN,Global Affairs Canada,IBM Quantum Hub,Government,Industry,1
CAN,Global Affairs Canada,IDEaS,Government,not an actor,1
CAN,Global Affairs Canada,IDEaS Innovation for Defence Excellence and Security,Government,not an actor,1
CAN,Global Affairs Canada,IQC,Government,Academia,1
CAN,Global Affairs Canada,IRAP,Government,Government,1
CAN,Global Affairs Canada,ISC,Government,not an actor,1
CAN,Global Affairs Canada,ISED,Government,Government,1
CAN,Global Affairs Canada,"Immigration, Refugees and Citizenship Canada",Government,Government,1
CAN,Global Affairs Canada,Innovation for Defence Excellence and Security,Government,not an actor,1
CAN,Global Affairs Canada,"Innovation, Science and Economic Development Canada",Government,Government,1
CAN,Global Affairs Canada,Innovative Solutions Canada,Government,not an actor,1
CAN,Global Affairs Canada,Institut Quantique,Government,Academia,1
CAN,Global Affairs Canada,Institute for Quantum Computing,Government,Academia,1
CAN,Global Affairs Canada,International Summer School for Young Physicists,Government,not an actor,1
CAN,Global Affairs Canada,Internet of Things,Government,not an actor,1
CAN,Global Affairs Canada,Invest in Canada,Government,Government,1
CAN,Global Affairs Canada,MiQro Innovation Collaborative Center,Government,Civil Society,1
CAN,Global Affairs Canada,Mitacs,Government,Civil Society,1
CAN,Global Affairs Canada,Mitacs Accelerate International,Government,not an actor,1
CAN,Global Affairs Canada,NQS,Government,not an actor,1
CAN,Global Affairs Canada,NRC IRAP,Government,Government,1
CAN,Global Affairs Canada,NRC’s Industrial Research Assistance Program,Government,Government,1
CAN,Global Affairs Canada,NSERC CREATE,Government,not an actor,1
CAN,Global Affairs Canada,NSF,Government,Government,1
CAN,Global Affairs Canada,National Quantum Strategy,Government,not an actor,1
CAN,Global Affairs Canada,National Science Foundation,Government,Government,1
CAN,Global Affairs Canada,National Security Guidelines for Research Partnerships,Government,not an actor,1
CAN,Global Affairs Canada,National Security Review of Investments,Government,not an actor,1
CAN,Global Affairs Canada,Nord Quantique,Government,Industry,1
CAN,Global Affairs Canada,PSI Start program,Government,not an actor,1
CAN,Global Affairs Canada,PTs,Government,not an actor,1
CAN,Global Affairs Canada,PacifiCan,Government,Government,1
CAN,Global Affairs Canada,PennyLane,Government,not an actor,1
CAN,Global Affairs Canada,Perimeter,Government,Academia,1
CAN,Global Affairs Canada,Perimeter Institute,Government,Academia,1
CAN,Global Affairs Canada,PrairiesCan,Government,Government,1
CAN,Global Affairs Canada,Public Service Commission of Canada,Government,Government,1
CAN,Global Affairs Canada,QEYSSat,Government,not an actor,1
CAN,Global Affairs Canada,Quantum Advisory Council,Government,Government,1
CAN,Global Affairs Canada,Quantum Algorithms Institute,Government,Civil Society,1
CAN,Global Affairs Canada,Quantum Computing,Government,not an actor,1
CAN,Global Affairs Canada,Quantum Encryption and Science Satellite,Government,not an actor,1
CAN,Global Affairs Canada,Quantum Industry Canada,Government,Civil Society,1
CAN,Global Affairs Canada,Quantum Technologies Competition,Government,not an actor,1
CAN,Global Affairs Canada,Quantum Valley Ideas Lab,Government,Civil Society,1
CAN,Global Affairs Canada,REGI,Government,not an actor,1
CAN,Global Affairs Canada,Regional Business Network,Government,not specified,1
CAN,Global Affairs Canada,Regional Economic Growth through Innovation program,Government,not an actor,1
CAN,Global Affairs Canada,S&T,Government,not an actor,1
CAN,Global Affairs Canada,S&T Strategy,Government,not an actor,1
CAN,Global Affairs Canada,SIF,Government,not an actor,1
CAN,Global Affairs Canada,SSHRC,Government,Government,1
CAN,Global Affairs Canada,Secure Networks Challenge Program,Government,not an actor,1
CAN,Global Affairs Canada,Sherbrooke Quantum Innovation Zone,Government,Civil Society,1
CAN,Global Affairs Canada,Social Sciences and Humanities Research Council,Government,Government,1
CAN,Global Affairs Canada,Standards Council of Canada,Government,Government,1
CAN,Global Affairs Canada,Statistics Canada,Government,Government,1
CAN,Global Affairs Canada,Stewart Blusson Quantum Matter Institute,Government,Academia,1
CAN,Global Affairs Canada,Strategic Innovation Fund,Government,not an actor,1
CAN,Global Affairs Canada,TCS,Government,Government,1
CAN,Global Affairs Canada,The Department of National Defence and Canadian Armed Forces Quantum Science and Technology (S&T) Strategy,Government,not an actor,1
CAN,Global Affairs Canada,The National Quantum Strategy,Government,not an actor,1
CAN,Global Affairs Canada,Trade Commissioner Service,Government,Government,1
CAN,Global Affairs Canada,Tri-Agency EDI Action Plan,Government,not an actor,1
CAN,Global Affairs Canada,U.S. National Science Foundation,Government,Government,1
CAN,Global Affairs Canada,UK Research and Innovation (UKRI),Government,Government,1
CAN,Global Affairs Canada,UKRI,Government,Government,1
CAN,Global Affairs Canada,University of Waterloo,Government,Academia,1
CAN,Global Affairs Canada,Université de Sherbrooke,Government,Academia,1
CAN,Global Affairs Canada,WD,Government,Government,1
CAN,Global Affairs Canada,Western Economic Diversification,Government,Government,1
CAN,Global Affairs Canada,World Economic Forum,Government,Civil Society,1
CAN,Global Affairs Canada,Xanadu,Government,Industry,1
CAN,Global Affairs Canada,pillar RESEARCH PILLAR Research,Government,not specified,1
CAN,Global Industry Analysts Inc.,Government of Alberta,not relevant (from Footnotes),Government,1
CAN,Global Industry Analysts Inc.,Government of British Columbia,not relevant (from Footnotes),Government,1
CAN,Global Industry Analysts Inc.,Government of Ontario,not relevant (from Footnotes),Government,1
CAN,Global Industry Analysts Inc.,ITB,not relevant (from Footnotes),not an actor,1
CAN,Global Industry Analysts Inc.,ITB Policy,not relevant (from Footnotes),not an actor,1
CAN,Global Industry Analysts Inc.,NFRF,not relevant (from Footnotes),not an actor,1
CAN,Global Industry Analysts Inc.,NQS Secretariat,not relevant (from Footnotes),Government,1
CAN,Global Industry Analysts Inc.,NRC,not relevant (from Footnotes),Academia,1
CAN,Global Industry Analysts Inc.,NSERC,not relevant (from Footnotes),Government,1
CAN,Global Industry Analysts Inc.,National Research Council of Canada,not relevant (from Footnotes),Academia,1
CAN,Global Industry Analysts Inc.,Natural Sciences and Engineering Research Council of Canada,not relevant (from Footnotes),Government,1
CAN,Global Industry Analysts Inc.,New Frontiers in Research Fund,not relevant (from Footnotes),not an actor,1
CAN,Global Industry Analysts Inc.,Pacific Economic Development Canada,not relevant (from Footnotes),Government,1
CAN,Global Industry Analysts Inc.,Perimeter Institute for Theoretical Physics,not relevant (from Footnotes),Academia,1
CAN,Global Industry Analysts Inc.,Prairies Economic Development Canada,not relevant (from Footnotes),Government,1
CAN,Global Industry Analysts Inc.,Quantum Committee,not relevant (from Footnotes),not an actor,1
CAN,Global Industry Analysts Inc.,STDP,not relevant (from Footnotes),not an actor,1
CAN,Global Industry Analysts Inc.,Space Technology Development Program,not relevant (from Footnotes),not an actor,1
CAN,Global Industry Analysts Inc.,University of Alberta,not relevant (from Footnotes),Academia,1
CAN,Global Industry Analysts Inc.,University of Calgary,not relevant (from Footnotes),Academia,1
CAN,Global Industry Analysts Inc.,University of Lethbridge,not relevant (from Footnotes),Academia,1
CAN,Global Innovation Clusters,Government of Canada,not an actor,Government,1
CAN,Global Innovation Clusters,IDEaS Innovation for Defence Excellence and Security,not an actor,not an actor,1
CAN,Global Innovation Clusters,IRAP,not an actor,Government,1
CAN,Global Innovation Clusters,ISC,not an actor,not an actor,1
CAN,Global Innovation Clusters,"Immigration, Refugees and Citizenship Canada",not an actor,Government,1
CAN,Global Innovation Clusters,Innovative Solutions Canada,not an actor,not an actor,1
CAN,Global Innovation Clusters,International Summer School for Young Physicists,not an actor,not an actor,1
CAN,Global Innovation Clusters,MiQro Innovation Collaborative Center,not an actor,Civil Society,1
CAN,Global Innovation Clusters,Mitacs Accelerate International,not an actor,not an actor,1
CAN,Global Innovation Clusters,NQS,not an actor,not an actor,1
CAN,Global Innovation Clusters,NRC IRAP,not an actor,Government,1
CAN,Global Innovation Clusters,NRC’s Industrial Research Assistance Program,not an actor,Government,1
CAN,Global Innovation Clusters,NSF,not an actor,Government,1
CAN,Global Innovation Clusters,National Science Foundation,not an actor,Government,1
CAN,Global Innovation Clusters,National Security Guidelines for Research Partnerships,not an actor,not an actor,1
CAN,Global Innovation Clusters,National Security Review of Investments,not an actor,not an actor,1
CAN,Global Innovation Clusters,Nord Quantique,not an actor,Industry,1
CAN,Global Innovation Clusters,PSI Start program,not an actor,not an actor,1
CAN,Global Innovation Clusters,PacifiCan,not an actor,Government,1
CAN,Global Innovation Clusters,Perimeter,not an actor,Academia,1
CAN,Global Innovation Clusters,PrairiesCan,not an actor,Government,1
CAN,Global Innovation Clusters,Public Service Commission of Canada,not an actor,Government,1
CAN,Global Innovation Clusters,QEYSSat,not an actor,not an actor,1
CAN,Global Innovation Clusters,Quantum Algorithms Institute,not an actor,Civil Society,1
CAN,Global Innovation Clusters,Quantum Computing,not an actor,not an actor,1
CAN,Global Innovation Clusters,Quantum Encryption and Science Satellite,not an actor,not an actor,1
CAN,Global Innovation Clusters,REGI,not an actor,not an actor,1
CAN,Global Innovation Clusters,Regional Economic Growth through Innovation program,not an actor,not an actor,1
CAN,Global Innovation Clusters,SIF,not an actor,not an actor,1
CAN,Global Innovation Clusters,Standards Council of Canada,not an actor,Government,1
CAN,Global Innovation Clusters,Strategic Innovation Fund,not an actor,not an actor,1
CAN,Global Innovation Clusters,The National Quantum Strategy,not an actor,not an actor,1
CAN,Global Innovation Clusters,WD,not an actor,Government,1
CAN,Global Innovation Clusters,Western Economic Diversification,not an actor,Government,1
CAN,Global Innovation Clusters,pillar RESEARCH PILLAR Research,not an actor,not specified,1
CAN,Government of Alberta,Government of British Columbia,Government,Government,1
CAN,Government of Alberta,Government of Ontario,Government,Government,1
CAN,Government of Alberta,ITB,Government,not an actor,1
CAN,Government of Alberta,ITB Policy,Government,not an actor,1
CAN,Government of Alberta,NFRF,Government,not an actor,1
CAN,Government of Alberta,NQS Secretariat,Government,Government,1
CAN,Government of Alberta,NRC,Government,Academia,1
CAN,Government of Alberta,NSERC,Government,Government,1
CAN,Government of Alberta,National Research Council of Canada,Government,Academia,1
CAN,Government of Alberta,Natural Sciences and Engineering Research Council of Canada,Government,Government,1
CAN,Government of Alberta,New Frontiers in Research Fund,Government,not an actor,1
CAN,Government of Alberta,Pacific Economic Development Canada,Government,Government,1
CAN,Government of Alberta,Perimeter Institute for Theoretical Physics,Government,Academia,1
CAN,Government of Alberta,Prairies Economic Development Canada,Government,Government,1
CAN,Government of Alberta,Quantum Committee,Government,not an actor,1
CAN,Government of Alberta,STDP,Government,not an actor,1
CAN,Government of Alberta,Space Technology Development Program,Government,not an actor,1
CAN,Government of Alberta,University of Alberta,Government,Academia,1
CAN,Government of Alberta,University of Calgary,Government,Academia,1
CAN,Government of Alberta,University of Lethbridge,Government,Academia,1
CAN,Government of British Columbia,Government of Ontario,Government,Government,1
CAN,Government of British Columbia,ITB,Government,not an actor,1
CAN,Government of British Columbia,ITB Policy,Government,not an actor,1
CAN,Government of British Columbia,NFRF,Government,not an actor,1
CAN,Government of British Columbia,NQS Secretariat,Government,Government,1
CAN,Government of British Columbia,NRC,Government,Academia,1
CAN,Government of British Columbia,NSERC,Government,Government,1
CAN,Government of British Columbia,National Research Council of Canada,Government,Academia,1
CAN,Government of British Columbia,Natural Sciences and Engineering Research Council of Canada,Government,Government,1
CAN,Government of British Columbia,New Frontiers in Research Fund,Government,not an actor,1
CAN,Government of British Columbia,Pacific Economic Development Canada,Government,Government,1
CAN,Government of British Columbia,Perimeter Institute for Theoretical Physics,Government,Academia,1
CAN,Government of British Columbia,Prairies Economic Development Canada,Government,Government,1
CAN,Government of British Columbia,Quantum Committee,Government,not an actor,1
CAN,Government of British Columbia,STDP,Government,not an actor,1
CAN,Government of British Columbia,Space Technology Development Program,Government,not an actor,1
CAN,Government of British Columbia,University of Alberta,Government,Academia,1
CAN,Government of British Columbia,University of Calgary,Government,Academia,1
CAN,Government of British Columbia,University of Lethbridge,Government,Academia,1
CAN,Government of Canada,IDEaS Innovation for Defence Excellence and Security,Government,not an actor,1
CAN,Government of Canada,IRAP,Government,Government,1
CAN,Government of Canada,ISC,Government,not an actor,1
CAN,Government of Canada,"Immigration, Refugees and Citizenship Canada",Government,Government,1
CAN,Government of Canada,Innovative Solutions Canada,Government,not an actor,1
CAN,Government of Canada,International Summer School for Young Physicists,Government,not an actor,1
CAN,Government of Canada,MiQro Innovation Collaborative Center,Government,Civil Society,1
CAN,Government of Canada,Mitacs Accelerate International,Government,not an actor,1
CAN,Government of Canada,NQS,Government,not an actor,1
CAN,Government of Canada,NRC IRAP,Government,Government,1
CAN,Government of Canada,NRC’s Industrial Research Assistance Program,Government,Government,1
CAN,Government of Canada,NSF,Government,Government,1
CAN,Government of Canada,National Science Foundation,Government,Government,1
CAN,Government of Canada,National Security Guidelines for Research Partnerships,Government,not an actor,1
CAN,Government of Canada,National Security Review of Investments,Government,not an actor,1
CAN,Government of Canada,Nord Quantique,Government,Industry,1
CAN,Government of Canada,PSI Start program,Government,not an actor,1
CAN,Government of Canada,PacifiCan,Government,Government,1
CAN,Government of Canada,Perimeter,Government,Academia,1
CAN,Government of Canada,PrairiesCan,Government,Government,1
CAN,Government of Canada,Public Service Commission of Canada,Government,Government,1
CAN,Government of Canada,QEYSSat,Government,not an actor,1
CAN,Government of Canada,Quantum Algorithms Institute,Government,Civil Society,1
CAN,Government of Canada,Quantum Computing,Government,not an actor,1
CAN,Government of Canada,Quantum Encryption and Science Satellite,Government,not an actor,1
CAN,Government of Canada,REGI,Government,not an actor,1
CAN,Government of Canada,Regional Economic Growth through Innovation program,Government,not an actor,1
CAN,Government of Canada,SIF,Government,not an actor,1
